"利用日","利用店名・商品名","利用者","支払区分","利用金額","手数料","支払総額","当月支払金額","翌月以降繰越金額"
"2021/3/1","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","3323","0","3323","3323","0"
"2021/3/1","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","415","0","415","415","0"
"2021/3/2","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人*","1回","110","0","110","110","0"
"2021/3/2","ﾍﾟｲﾍﾟｲ ﾂﾂﾞｷﾚﾃﾞｨｽｸﾘﾆｯ","本人*","1回","3910","0","3910","3910","0"
"2021/3/3","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","788","0","788","788","0"
"2021/3/4","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","319","0","319","319","0"
"2021/3/4","ﾍﾟｲﾍﾟｲ ﾊﾟﾝｺｳﾎﾞｳ ｼﾞｭｰ","本人*","1回","680","0","680","680","0"
"2021/3/5","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1758","0","1758","1758","0"
"2021/3/6","ﾍﾟｲﾍﾟｲ ｳｴﾙｼｱｸﾞﾙｰﾌﾟ","本人*","1回","454","0","454","454","0"
"2021/3/6","ﾍﾟｲﾍﾟｲ ｺｳﾎｸﾄｳｷｭｳ","本人*","1回","572","0","572","572","0"
"2021/3/7","ﾍﾟｲﾍﾟｲ ｸﾗｽﾞｼ","本人*","1回","3553","0","3553","3553","0"
"2021/3/7","ﾍﾟｲﾍﾟｲ ﾌﾞｯｸｵﾌ","本人*","1回","990","0","990","990","0"
"2021/3/7","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","426","0","426","426","0"
"2021/3/8","ﾍﾟｲﾍﾟｲ ﾂﾂﾞｷﾚﾃﾞｨｽｸﾘﾆｯ","本人*","1回","1130","0","1130","1130","0"
"2021/3/10","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","287","0","287","287","0"
"2021/3/10","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","109","0","109","109","0"
"2021/3/10","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","384","0","384","384","0"
"2021/3/10","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","557","0","557","557","0"
"2021/3/11","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","946","0","946","946","0"
"2021/3/12","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","2297","0","2297","2297","0"
"2021/3/13","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","589","0","589","589","0"
"2021/3/13","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1070","0","1070","1070","0"
"2021/3/14","ﾍﾟｲﾍﾟｲ ﾗﾗﾎﾟｰﾄﾖｺﾊﾏ","本人*","1回","5140","0","5140","5140","0"
"2021/3/14","ﾍﾟｲﾍﾟｲ ﾗﾗﾎﾟｰﾄﾖｺﾊﾏ","本人*","1回","750","0","750","750","0"
"2021/3/14","ﾍﾟｲﾍﾟｲ ｱｶﾁｬﾝﾎﾝﾎﾟ","本人*","1回","712","0","712","712","0"
"2021/3/15","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1053","0","1053","1053","0"
"2021/3/16","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","2136","0","2136","2136","0"
"2021/3/16","ﾍﾟｲﾍﾟｲ ﾛｰｿﾝ","本人*","1回","150","0","150","150","0"
"2021/3/17","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1384","0","1384","1384","0"
"2021/3/17","ﾍﾟｲﾍﾟｲ ﾊﾟﾝｺｳﾎﾞｳ ｼﾞｭｰ","本人*","1回","302","0","302","302","0"
"2021/3/17","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","764","0","764","764","0"
"2021/3/17","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","159","0","159","159","0"
"2021/3/18","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","3002","0","3002","3002","0"
"2021/3/19","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","4811","0","4811","4811","0"
"2021/3/20","ﾍﾟｲﾍﾟｲ ｸﾗｽﾞｼ","本人*","1回","2640","0","2640","2640","0"
"2021/3/20","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞｨｰ","本人*","1回","3319","0","3319","3319","0"
"2021/3/20","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞｨｰ","本人*","1回","994","0","994","994","0"
"2021/3/22","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","663","0","663","663","0"
"2021/3/23","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","84","0","84","84","0"
"2021/3/23","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","712","0","712","712","0"
"2021/3/23","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1659","0","1659","1659","0"
"2021/3/24","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","1956","0","1956","1956","0"
"2021/3/24","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","697","0","697","697","0"
"2021/3/24","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","416","0","416","416","0"
"2021/3/24","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人*","1回","2462","0","2462","2462","0"
"2021/3/25","ﾍﾟｲﾍﾟｲ ﾊﾟﾝｺｳﾎﾞｳ ｼﾞｭｰ","本人*","1回","572","0","572","572","0"
"2021/3/25","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","643","0","643","643","0"
"2021/3/26","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","1963","0","1963","1963","0"
"2021/3/26","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","2642","0","2642","2642","0"
"2021/3/27","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人*","1回","3285","0","3285","3285","0"
"2021/3/27","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","863","0","863","863","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ﾌﾞﾛﾝｺﾋﾞﾘｰ","本人*","1回","3256","0","3256","3256","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","973","0","973","973","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ﾎﾟﾝﾊﾟﾄﾞｳﾙ","本人*","1回","302","0","302","302","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ｹﾝﾀｯｷｰﾌﾗｲﾄﾞﾁｷ","本人*","1回","1000","0","1000","1000","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人*","1回","658","0","658","658","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ｶﾌﾞｼｷｶﾞｲｼｬﾔﾏﾀ","本人*","1回","2508","0","2508","2508","0"
"2021/3/28","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人*","1回","660","0","660","660","0"
"2021/3/29","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞｨｰ","本人*","1回","3836","0","3836","3836","0"
"2021/3/29","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人*","1回","330","0","330","330","0"
"2021/3/29","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","家族*","1回","572","0","572","572","0"
"2021/3/30","ﾍﾟｲﾍﾟｲ ｳｴﾙｼｱｸﾞﾙｰﾌﾟ","本人*","1回","767","0","767","767","0"
"2021/3/30","ﾍﾟｲﾍﾟｲ ﾛｰｿﾝ","本人*","1回","151","0","151","151","0"
"2021/3/30","ﾍﾟｲﾍﾟｲ ﾕﾆｸﾛ","本人*","1回","1000","0","1000","1000","0"
"2021/3/30","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","298","0","298","298","0"
"2021/3/30","ﾍﾟｲﾍﾟｲ ｺｳﾎｸﾄｳｷｭｳ","本人*","1回","1690","0","1690","1690","0"
"2021/3/31","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人*","1回","636","0","636","636","0"
